date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-04-30 00:00:00,21.9,18.2,28.1,0,,,9.4,,1014.6,
2023-05-01 00:00:00,20.8,16.7,26.6,0,,,9.7,,1016.2,
2023-05-02 00:00:00,22.3,17.3,27.8,0,,,12.4,,1016.2,
2023-05-03 00:00:00,23.3,18.1,29.6,0,,,18.1,,1016.5,
2023-05-04 00:00:00,19.3,15.3,22.9,0,,,9.3,,1019.3,
2023-05-05 00:00:00,20.2,14.9,24,0,,,10.4,,1017.2,
2023-05-06 00:00:00,20.4,16.5,23.9,0,,,9.9,,1014.5,
2023-05-07 00:00:00,21.1,17.4,24.2,0,,,8.8,,1016.4,
2023-05-08 00:00:00,20.7,16.2,24.2,0,,,9.6,,1021,
2023-05-09 00:00:00,21.1,18.2,24.6,0,,,8.8,,1018.2,
2023-05-10 00:00:00,23.6,18.9,29.5,0,,,23,,1016,
2023-05-11 00:00:00,22.2,18.1,28.1,0,,,14.4,,1014.9,
2023-05-12 00:00:00,20.8,14.5,25.4,9.8,,,15.2,,1013.3,
2023-05-13 00:00:00,17.2,13.7,22.9,9.9,,,13.9,,1016.3,
2023-05-14 00:00:00,18.2,13.5,21.9,0,,,19.3,,1018,
2023-05-15 00:00:00,20.4,14.9,25,0,,,13,,1015.2,
2023-05-16 00:00:00,21.2,16.2,24.3,0,,,13.2,,1012.8,
2023-05-17 00:00:00,21.1,18.3,24.9,0,,,21.7,,1012.7,
2023-05-18 00:00:00,19.7,15.9,24.9,0.1,,,17.5,,1015.8,
2023-05-19 00:00:00,17.7,15,22.3,7.1,,,10.8,,1016.2,
2023-05-20 00:00:00,18,13.5,21.9,0,,,7.5,,1013.8,
2023-05-21 00:00:00,19.2,15.3,23.7,5.3,,,18,,1010.6,
2023-05-22 00:00:00,15.4,13.7,18.2,53.4,,,17.2,,1010.9,
2023-05-23 00:00:00,18.2,14.6,21.6,4.3,,,12.6,,1011,
2023-05-24 00:00:00,18.9,15.5,22.7,0,,,10.4,,1013.9,
2023-05-25 00:00:00,19.6,15.7,23.1,0,,,12.7,,1015.3,
2023-05-26 00:00:00,22.3,17,27.5,0,,,24.9,,1015.3,
2023-05-27 00:00:00,21.7,18.5,23.6,3.4,,,14.2,,1013.9,
2023-05-28 00:00:00,20.5,17.8,24,0,,,13,,1014,
2023-05-29 00:00:00,20.8,17,24.1,0,,,12.2,,1013,
2023-05-30 00:00:00,21.3,18.5,24.4,0,,,11.3,,1014.7,
2023-05-31 00:00:00,21.1,17.4,24.2,0,,,7.8,,1014.7,
2023-06-01 00:00:00,22.6,18.5,28.1,0,,,14.7,,1012.5,
2023-06-02 00:00:00,22.5,19.2,26.9,0,,,14.8,,1012,
2023-06-03 00:00:00,21.3,17.1,25.2,0,,,12.1,,1012.8,
2023-06-04 00:00:00,21.5,17.9,24.8,0,,,11.2,,1014.2,
2023-06-05 00:00:00,21.9,18.6,24.9,0,,,9.5,,1014.9,
2023-06-06 00:00:00,24.7,19.1,30.1,0,,,20,,1013.6,
2023-06-07 00:00:00,23.7,21.4,27.7,0.4,,,14.7,,1012.9,
2023-06-08 00:00:00,22.3,20.2,26,1.3,,,10.1,,1011.6,
2023-06-09 00:00:00,23.7,18.5,28.2,0,,,22.8,,1011.6,
2023-06-10 00:00:00,22.8,20,25.6,0,,,11.6,,1012.8,
2023-06-11 00:00:00,22.9,20.2,26.9,0,,,13.1,,1013.1,
2023-06-12 00:00:00,22.2,20,27.3,0,,,9.9,,1011.9,
2023-06-13 00:00:00,22.5,19.4,26.2,0,,,21.1,,1008.7,
2023-06-14 00:00:00,22.6,18.8,26.4,0,,,7.7,,1012.9,
2023-06-15 00:00:00,24.6,20.9,28.1,0,,,6.9,,1016.4,
2023-06-16 00:00:00,27.9,21.7,34,0,,,11.8,,1015.9,
2023-06-17 00:00:00,28.7,21.7,36.2,0.6,,,14.8,,1013.1,
2023-06-18 00:00:00,25.7,21.9,30.3,0,,,13.7,,1010.5,
2023-06-19 00:00:00,24.1,20.9,27.3,0,,,10.1,,1010.1,
2023-06-20 00:00:00,23.7,21,27,0,,,8.8,,1010.6,
2023-06-21 00:00:00,24.3,21.9,27.2,0,,,8.4,,1012,
2023-06-22 00:00:00,24.3,20.6,27.3,0,,,7.6,,1017.6,
2023-06-23 00:00:00,29.1,24.1,34.1,0,,,26.5,,1019.7,
2023-06-24 00:00:00,29.1,23.5,34.9,0,,,21,,1017.8,
2023-06-25 00:00:00,26.9,23.2,30.1,0,,,8.3,,1017.5,
2023-06-26 00:00:00,27.3,23.3,31.7,0,,,8.4,,1017.9,
2023-06-27 00:00:00,28.9,23.4,34.8,0,,,11.1,,1015.5,
2023-06-28 00:00:00,28.2,24.3,37,0,,,15.4,,1012.8,
2023-06-29 00:00:00,25.3,23.1,28,0,,,7.4,,1014,
2023-06-30 00:00:00,27.4,22.3,34,0,,,17.2,,1014.2,
2023-07-01 00:00:00,27.1,24.9,31,0,,,13.1,,1015.6,
2023-07-02 00:00:00,26.7,23.4,29.5,0,,,10.1,,1015.7,
2023-07-03 00:00:00,26.7,23.5,29.8,0,,,9.9,,1016.1,
2023-07-04 00:00:00,26.6,23.9,30.3,0,,,12.7,,1015.6,
2023-07-05 00:00:00,27.6,24,32.7,0,,,10.6,,1014.4,
2023-07-06 00:00:00,27.2,24.9,30.9,0,,,12.4,,1012.9,
2023-07-07 00:00:00,27.9,24.4,34.2,0,,,15.1,,1013,
2023-07-08 00:00:00,26.8,24.5,29.6,0,,,10.8,,1015.8,
2023-07-09 00:00:00,27.4,24.6,30.5,0,,,9.9,,1017.5,
2023-07-10 00:00:00,29.7,25.5,39.6,0,,,11.4,,1017.5,
2023-07-11 00:00:00,28.6,26.6,31.9,0,,,17.7,,1014.8,
2023-07-12 00:00:00,28.8,26,34.4,0,,,11.1,,1012.7,
2023-07-13 00:00:00,30.1,25.2,35.9,0,,,16.4,,1015.3,
2023-07-14 00:00:00,28.6,26.2,31.9,0,,,14,,1015.5,
2023-07-15 00:00:00,28.1,25.4,31.6,0,,,17.1,,1012.4,
2023-07-16 00:00:00,28.6,25.6,32.9,0,,,11.1,,1012.5,
2023-07-17 00:00:00,32.1,25.8,39.8,0,,,21.9,,1014.2,
2023-07-18 00:00:00,29.5,26.9,32.3,0,,,15.7,,1016,
2023-07-19 00:00:00,28.4,25.6,31.7,0,,,9.1,,1014.8,
2023-07-20 00:00:00,29.2,26.6,33,0,,,9.8,,1011.7,
2023-07-21 00:00:00,27.8,24.7,32.9,0,,,11.8,,1011.1,
2023-07-22 00:00:00,27.7,23.6,32.4,0,,,10.6,,1013.6,
2023-07-23 00:00:00,28.9,26,32.1,0,,,12.1,,1013.4,
2023-07-24 00:00:00,27.8,22.5,32.3,0,,,17.8,,1009.3,
2023-07-25 00:00:00,25.7,21.5,29.9,0,,,11.9,,1011.7,
2023-07-26 00:00:00,28.6,22.2,36.5,0,,,14,,1013.8,
2023-07-27 00:00:00,27.8,25.4,31.5,0,,,13.9,,1014.1,
2023-07-28 00:00:00,26.6,23.7,29.1,0,,,8.3,,1013.3,
2023-07-29 00:00:00,27.4,24.4,30.4,0,,,6.9,,1013.7,
2023-07-30 00:00:00,27.1,23.8,30.2,0,,,8,,1015.3,
2023-07-31 00:00:00,27.8,24.3,31.2,0,,,9.4,,1015.8,
2023-08-01 00:00:00,27.1,23.7,30,0,,,8.8,,1012.3,
2023-08-02 00:00:00,26.7,23,30.8,0,,,9,,1010.3,
2023-08-03 00:00:00,26.3,23.2,30.7,0,,,10.1,,1009.4,
2023-08-04 00:00:00,28.5,24,32.9,0,,,20.4,,1013.8,
2023-08-05 00:00:00,27.1,23.1,31.7,0,,,13.7,,1017.6,
2023-08-06 00:00:00,28.3,23.5,34.8,0,,,10.8,,1015.1,
2023-08-07 00:00:00,28.8,24.2,34.8,0,,,24.6,,1015.8,
2023-08-08 00:00:00,28.9,24.6,35.4,0,,,15.7,,1015.8,
2023-08-09 00:00:00,27.7,24.8,30.9,0,,,9.4,,1017.3,
2023-08-10 00:00:00,27.9,25.3,31.3,0,,,9,,1017.7,
2023-08-11 00:00:00,29.9,24.7,37.6,0,,,15.8,,1017.9,
2023-08-12 00:00:00,27.8,26,30.9,0,,,9.6,,1018.4,
2023-08-13 00:00:00,27.7,24.4,31.7,0,,,11,,1015.9,
2023-08-14 00:00:00,27.4,24.4,30.7,0,,,8.7,,1013.7,
2023-08-15 00:00:00,27.8,24.9,30.9,0,,,10.2,,1013.6,
2023-08-16 00:00:00,27.6,24,31.5,0,,,10.8,,1013.2,
2023-08-17 00:00:00,26.9,23,30.7,0,,,11.1,,1012.8,
2023-08-18 00:00:00,26.9,23.1,30.7,0,,,9.3,,1012.9,
2023-08-19 00:00:00,28.4,23.4,33.5,0,,,7.4,,1014.7,
2023-08-20 00:00:00,28.9,24.8,35.3,0,,,11.7,,1017.4,
2023-08-21 00:00:00,28.7,26.1,32.9,0,,,13.6,,1018.1,
2023-08-22 00:00:00,32.7,26,39.8,0,,,20,,1015.4,
2023-08-23 00:00:00,32.7,26.9,39.4,0,,,22.1,,1013.9,
2023-08-24 00:00:00,28.9,26,32.7,0,,,11.6,,1014.4,
2023-08-25 00:00:00,28.2,24.5,31.1,0,,,5,,1013.4,
2023-08-26 00:00:00,28.8,24.7,33.3,0,,,7.8,,1010.7,
2023-08-27 00:00:00,28.4,23.7,35.1,0,,,17.2,,1010.1,
2023-08-28 00:00:00,26.8,23,30.9,0,,,14.5,,1016.6,
2023-08-29 00:00:00,25.4,19.3,30,0,,,11,,1012.3,
2023-08-30 00:00:00,26.8,21.5,32.8,0,,,12.5,,1010.3,
2023-08-31 00:00:00,26.7,22.6,31,0,,,13.9,,1015.7,
2023-09-01 00:00:00,27,22.3,32.4,0,,,13.1,,1015.4,
2023-09-02 00:00:00,24.7,20,28.6,25.3,,,12.3,,1013,
2023-09-03 00:00:00,24.6,19.2,29.6,2.5,,,22,,1008.8,
2023-09-04 00:00:00,26.2,24.1,28.9,0,,,12.1,,1011.1,
2023-09-05 00:00:00,26.3,23,30.8,0,,,9,,1014.1,
2023-09-06 00:00:00,28.2,25.3,33.7,0,,,13.4,,1015.6,
2023-09-07 00:00:00,27.1,23.3,32.1,0,,,14.3,,1016.8,
2023-09-08 00:00:00,26.4,21.6,31.5,0,,,14.4,,1016.3,
2023-09-09 00:00:00,26.7,22.5,33.2,0,,,12.2,,1015.5,
2023-09-10 00:00:00,26.2,21.1,32.8,0,,,12.2,,1015.8,
2023-09-11 00:00:00,26.3,24,29.2,0,,,12.4,,1014.7,
2023-09-12 00:00:00,25.7,22.6,28.9,0,,,13.3,,1013.3,
2023-09-13 00:00:00,26.7,22,33.4,0,,,17.7,,1014.9,
2023-09-14 00:00:00,27.6,24.2,33,0,,,23.9,,1014.5,
2023-09-15 00:00:00,26.6,24.4,30.6,0,,,13.3,,1011.5,
2023-09-16 00:00:00,26.1,23.5,29.4,0.1,,,10.6,,1011,
2023-09-17 00:00:00,25.6,22,30.2,0,,,16.9,,1012.3,
2023-09-18 00:00:00,25.3,22.2,28.8,0.1,,,21.3,,1015.4,
2023-09-19 00:00:00,23.9,19.9,26.7,0,,,9,,1016.4,
2023-09-20 00:00:00,23.7,20.1,27.5,0,,,16.4,,1014.1,
2023-09-21 00:00:00,23.1,19.2,27.3,0,,,20.9,,1010.6,
2023-09-22 00:00:00,22.4,19.6,25.8,0,,,12.7,,1010.9,
2023-09-23 00:00:00,24.6,20,30.1,0,,,15.2,,1017.3,
2023-09-24 00:00:00,24.6,19.4,30.3,0,,,21.8,,1019.4,
2023-09-25 00:00:00,24.3,18.6,30.4,0,,,12,,1019,
2023-09-26 00:00:00,24.2,18.9,30,0,,,12.8,,1019.5,
2023-09-27 00:00:00,23.7,20.1,29.3,0,,,14,,1019.6,
2023-09-28 00:00:00,23.2,19.3,27.2,0,,,10.3,,1019.3,
2023-09-29 00:00:00,23.8,19.7,30.4,0,,,13.1,,1021.2,
2023-09-30 00:00:00,25.8,18.7,33.8,0,,,13.5,,1023.1,
2023-10-01 00:00:00,25.2,19.9,31.1,0,,,13.4,,1022,
2023-10-02 00:00:00,26.8,22,34.3,0,,,19.4,,1021.1,
2023-10-03 00:00:00,23.7,20.5,27.3,0,,,10.6,,1022.8,
2023-10-04 00:00:00,25.1,21.2,31.8,0,,,14.9,,1024.7,
2023-10-05 00:00:00,24.8,18.6,31.6,0,,,13.4,,1023.3,
2023-10-06 00:00:00,27,20.4,33.2,0,,,18.5,,1022.1,
2023-10-07 00:00:00,26.8,21.2,34.5,0,,,22.3,,1022.1,
2023-10-08 00:00:00,24.1,19.8,28.9,0,,,12.4,,1023.5,
2023-10-09 00:00:00,24,20,29.8,0,,,13.1,,1023.5,
2023-10-10 00:00:00,23.1,19.6,28,0,,,12.7,,1022,
2023-10-11 00:00:00,22.7,18.7,27.2,0,,,11.3,,1021.3,
2023-10-12 00:00:00,22.3,19,26.3,0,,,9.5,,1021,
2023-10-13 00:00:00,22.2,18.4,26.6,0,,,9.3,,1020.1,
2023-10-14 00:00:00,21.7,18.8,25.9,1.5,,,9.1,,1019.2,
2023-10-15 00:00:00,21.6,18,25.3,0,,,11.5,,1017.5,
2023-10-16 00:00:00,22,19.5,25.2,0,,,8.9,,1012.8,
2023-10-17 00:00:00,22.6,19.3,27.2,0,,,8.9,,1010.2,
2023-10-18 00:00:00,23.8,20.9,25.9,0,,,29.2,,1009.6,
2023-10-19 00:00:00,21.7,17,24.3,9.5,,,33.5,,1003.6,
2023-10-20 00:00:00,18.6,14.9,22,0,,,21.9,,1002.1,
2023-10-21 00:00:00,17.1,13.8,21,0,,,10.1,,1009,
2023-10-22 00:00:00,20.3,13.9,26.6,0,,,18.6,,1006.2,
2023-10-23 00:00:00,19.4,16.4,24.6,0,,,17.1,,1008.6,
2023-10-24 00:00:00,17.7,14.2,22.4,0,,,21.4,,1015.5,
2023-10-25 00:00:00,17.8,14.6,22.7,0.1,,,12.4,,1015.3,
2023-10-26 00:00:00,17.7,13.9,22.6,0,,,14.5,,1012.5,
2023-10-27 00:00:00,17.9,13.5,22.2,0,,,11,,1011.4,
2023-10-28 00:00:00,16.1,12,21.5,0,,,9.7,,1012.7,
2023-10-29 00:00:00,15.8,10.8,19.6,0,,,5.8,,1009.9,
2023-10-30 00:00:00,17.9,15.6,20.6,0,,,17.8,,1008.9,
2023-10-31 00:00:00,18.4,15.1,22.8,0,,,9.8,,1016.1,
2023-11-01 00:00:00,16.7,12.8,20,0,,,6.2,,1017.8,
2023-11-02 00:00:00,18.7,13.6,22.1,0,,,39,,1009.4,
2023-11-03 00:00:00,17.9,14.2,20.7,0,,,16.8,,1010.1,
2023-11-04 00:00:00,16.6,11.6,20.9,0,,,24.7,,1007.7,
2023-11-05 00:00:00,17.1,13.4,20.6,0,,,14.8,,1010.9,
2023-11-06 00:00:00,17,12.9,21.4,0,,,10.5,,1017.4,
2023-11-07 00:00:00,15.5,11.1,19.6,0,,,9.3,,1023.4,
2023-11-08 00:00:00,14.3,10.1,18.3,0,,,10,,1024.8,
2023-11-09 00:00:00,15.2,11.4,19.3,0,,,5.3,,1019.8,
2023-11-10 00:00:00,16,12.3,20.3,0,,,6,,1017.4,
2023-11-11 00:00:00,15.6,12.1,19.8,0,,,7.6,,1018.4,
2023-11-12 00:00:00,16.2,11.9,21.5,0,,,7.2,,1020.2,
2023-11-13 00:00:00,17.2,12.9,21.6,0,,,5.9,,1023.8,
2023-11-14 00:00:00,15.3,10.5,19.6,0.1,,,5.2,,1023.6,
2023-11-15 00:00:00,17.2,10.6,24.9,0,,,5.8,,1023.2,
2023-11-16 00:00:00,16.3,12.4,21,0,,,6,,1023.5,
2023-11-17 00:00:00,14.9,11.3,19,0,,,4.6,,1023.5,
2023-11-18 00:00:00,19.1,14.5,26,0,,,14,,1025.6,
2023-11-19 00:00:00,16.2,12.9,22.5,0,,,10.9,,1022.8,
2023-11-20 00:00:00,14.9,10.5,18.6,0,,,8.5,,1019.8,
2023-11-21 00:00:00,15.8,11.8,19.8,0,,,8.6,,1016.8,
2023-11-22 00:00:00,16.6,11.6,20.6,0,,,15.6,,1018.2,
2023-11-23 00:00:00,14.7,11.3,20,0,,,12.3,,1022.4,
2023-11-24 00:00:00,13.6,9.9,18.5,0,,,15.7,,1018,
2023-11-25 00:00:00,13.6,8.5,19.3,0,,,9,,1014.4,
2023-11-26 00:00:00,14.2,9.8,18.9,0,,,10.7,,1017.3,
2023-11-27 00:00:00,14.2,9.5,19.2,0,,,11.1,,1016.1,
2023-11-28 00:00:00,14.9,10.4,19.3,0,,,6.8,,1012.7,
2023-11-29 00:00:00,15.6,11.2,20.2,0,,,9.6,,1011,
2023-11-30 00:00:00,16.6,12.7,19.4,0,,,17.1,,1007.2,
2023-12-01 00:00:00,17.8,13.9,21.7,0,,,25.2,,1004.7,
2023-12-02 00:00:00,14.4,9.6,17.7,0,,,11.9,,1015.8,
2023-12-03 00:00:00,12.3,8.5,18.2,0,,,12.7,,1022.2,
2023-12-04 00:00:00,12.9,9.3,16.2,0,,,11.9,,1018.9,
2023-12-05 00:00:00,14.3,11.3,18.6,2.7,,,12.6,,1017.4,
2023-12-06 00:00:00,14.3,11.8,17.8,0,,,9.4,,1017,
2023-12-07 00:00:00,15,11.8,18,0.3,,,11.8,,1020.8,
2023-12-08 00:00:00,16.7,12.5,21.2,0,,,14.1,,1019.2,
2023-12-09 00:00:00,15.6,10.6,20.7,0,,,7,,1024.7,
2023-12-10 00:00:00,15.1,10.5,20.4,0.1,,,7.8,,1024.7,
2023-12-11 00:00:00,13.1,9,17.2,0.2,,,5.6,,1022.2,
2023-12-12 00:00:00,12.4,9.9,16.1,0,,,4.6,,1018.7,
2023-12-13 00:00:00,15.3,10.7,19.5,0,,,13.1,,1015.7,
2023-12-14 00:00:00,14.8,9.8,19.1,0,,,15.2,,1024.2,
2023-12-15 00:00:00,13.3,9.1,19.7,0,,,16.5,,1032.3,
2023-12-16 00:00:00,12.3,7.8,18.1,0,,,13.4,,1035.2,
2023-12-17 00:00:00,12.9,9.1,18.8,0,,,17.6,,1035.5,
2023-12-18 00:00:00,12.4,8.3,19.6,0,,,14.6,,1034.3,
2023-12-19 00:00:00,11.9,7.5,17.6,0,,,18.7,,1030.8,
2023-12-20 00:00:00,12.2,4.9,17.7,0,,,9.2,,1024.1,
2023-12-21 00:00:00,13.9,10.3,18.6,0,,,16.2,,1026.1,
2023-12-22 00:00:00,12.9,9.2,18.3,0,,,12,,1024.9,
2023-12-23 00:00:00,12.7,7,17.7,0,,,10.3,,1024.9,
2023-12-24 00:00:00,12.6,8.1,17.7,0,,,11.4,,1024.8,
2023-12-25 00:00:00,12.7,9,17.9,0,,,11.1,,1023,
2023-12-26 00:00:00,12.3,7.3,17.7,0,,,10.8,,1022.5,
2023-12-27 00:00:00,11.9,7.8,17.2,0,,,11.9,,1024.4,
2023-12-28 00:00:00,12.3,8.1,16.9,0,,,8.1,,1025.8,
2023-12-29 00:00:00,13.1,9.4,16.7,0,,,7.9,,1022.9,
2023-12-30 00:00:00,14.1,10.1,18.6,0,,,7.6,,1020.2,
2023-12-31 00:00:00,13.1,8.2,18,0,,,8.7,,1019.2,
2024-01-01 00:00:00,14.2,9.8,20,0,,,10,,1020.2,
2024-01-02 00:00:00,12.9,9.1,18,0,,,11.6,,1022.6,
2024-01-03 00:00:00,13.4,8.3,18.8,0,,,7.4,,1019.7,
2024-01-04 00:00:00,13.8,9.9,18.7,14.7,,,7.5,,1016,
2024-01-05 00:00:00,14.8,11.8,17.6,1.3,,,20.2,,1010,
2024-01-06 00:00:00,14.4,10.2,18.5,0,,,20.8,,1017,
2024-01-07 00:00:00,12.3,8.4,17.3,0,,,13.3,,1020.5,
2024-01-08 00:00:00,11.6,7.2,16.9,0.1,,,13.2,,1019.9,
2024-01-09 00:00:00,13.1,10.5,16.3,1.4,,,7.4,,1019.1,
2024-01-10 00:00:00,12.6,9.1,16.6,0,,,8,,1019.1,
2024-01-11 00:00:00,13.1,8.3,18.1,0,,,9.7,,1019.2,
2024-01-12 00:00:00,13.4,10.1,17.2,0,,,19,,1025,
2024-01-13 00:00:00,11.8,8.7,16.6,0,,,12.6,,1026.1,
2024-01-14 00:00:00,12.7,7.8,17.6,0,,,9.3,,1021.3,
2024-01-15 00:00:00,13.8,8.7,19.3,0,,,9.8,,1016.2,
2024-01-16 00:00:00,15.9,9.8,21.9,0,,,12.7,,1014.8,
2024-01-17 00:00:00,16.1,11.9,20.9,2.8,,,22.9,,1010.6,
2024-01-18 00:00:00,16.9,13.2,20.3,0,,,25.5,,1012.1,
2024-01-19 00:00:00,14.9,12,17.3,2.5,,,18.1,,1009.5,
2024-01-20 00:00:00,13,10.6,14.1,0,,,17.2,,1022.4,
2024-01-21 00:00:00,13.5,9.8,17.7,0,,,12.2,,1033.2,
2024-01-22 00:00:00,11.9,8.3,17,0,,,14.3,,1035.6,
2024-01-23 00:00:00,12.4,7.2,17.5,0,,,7.5,,1035.9,
2024-01-24 00:00:00,14.6,9.8,21.2,0,,,7.1,,1036.9,
2024-01-25 00:00:00,16.1,11,22.7,0,,,7.6,,1032.4,
2024-01-26 00:00:00,17.6,13.2,21.4,0,,,12.7,,1029.5,
2024-01-27 00:00:00,18.1,11.6,25.7,0,,,15.9,,1028.2,
2024-01-28 00:00:00,14.5,9.4,20.7,0,,,10.5,,1027.7,
2024-01-29 00:00:00,15,10.9,20.2,0,,,16,,1029,
2024-01-30 00:00:00,15.6,11.2,20.1,0,,,15.2,,1031.4,
2024-01-31 00:00:00,14.2,9.8,19.2,0,,,14.4,,1033.5,
2024-02-01 00:00:00,14.6,9.7,18.1,0,,,11.5,,1034,
2024-02-02 00:00:00,12.2,6.9,17.8,0,,,9.8,,1031.5,
2024-02-03 00:00:00,13.8,9.1,20,0,,,14.7,,1032.4,
2024-02-04 00:00:00,12.4,8,17.6,0,,,10.8,,1031.6,
2024-02-05 00:00:00,12.9,8.5,17.6,0,,,10.1,,1029.5,
2024-02-06 00:00:00,15.1,11,20.7,0,,,9.8,,1025.1,
2024-02-07 00:00:00,16.8,12.9,19.6,0,,,15.3,,1023.2,
2024-02-08 00:00:00,15.2,9.9,21.1,0,,,15.8,,1015.5,
2024-02-09 00:00:00,16.6,13.6,20,2.1,,,33,,1000.9,
2024-02-10 00:00:00,16.8,13.6,20.8,0,,,28.9,,1000.2,
2024-02-11 00:00:00,14.7,11.6,17.4,0,,,14.4,,1011.4,
2024-02-12 00:00:00,17.4,12.5,22,0,,,26,,1013,
2024-02-13 00:00:00,16.4,11.3,22.6,0,,,6.8,,1022,
2024-02-14 00:00:00,21,16.6,27,0,,,19.9,,1022.2,
2024-02-15 00:00:00,17.4,13.5,21.7,0,,,16.8,,1018.3,
2024-02-16 00:00:00,17.5,12.8,23.4,0,,,17.1,,1020.6,
2024-02-17 00:00:00,14.6,9.9,19.1,0,,,8.8,,1028.5,
2024-02-18 00:00:00,14.8,11.3,19.4,0,,,13.7,,1033.8,
2024-02-19 00:00:00,14.6,10.3,18.6,0,,,9.1,,1030.7,
2024-02-20 00:00:00,15.3,11.7,19.1,0,,,11.4,,1028.4,
2024-02-21 00:00:00,14.7,10,19,0,,,9,,1026.5,
2024-02-22 00:00:00,16.8,13.6,21,0,,,19.4,,1016.3,
2024-02-23 00:00:00,16.4,12.1,20.9,0,,,26.9,,1011.9,
2024-02-24 00:00:00,15.8,12,20.9,0,,,19.5,,1014.9,
2024-02-25 00:00:00,15.1,11,18.5,0,,,25.7,,1016.6,
2024-02-26 00:00:00,15.2,12.3,18.6,2,,,34.2,,1007.1,
2024-02-27 00:00:00,15.7,13.3,19.6,0,,,33.9,,1013,
2024-02-28 00:00:00,14.8,11.5,19.9,0,,,27.1,,1018.1,
2024-02-29 00:00:00,15.3,9.4,20.1,0,,,14.8,,1016.8,
2024-03-01 00:00:00,15.9,10.5,20,0,,,17.7,,1016.8,
2024-03-02 00:00:00,13.9,8.6,18.7,0,,,29.5,,1011.5,
2024-03-03 00:00:00,15.2,12.4,18.9,0,,,24.2,,1011.6,
2024-03-04 00:00:00,14.3,10,18.7,0,,,13.4,,1018.9,
2024-03-05 00:00:00,15.2,10.5,20.6,0,,,10.5,,1021.8,
2024-03-06 00:00:00,14.5,9.9,19.6,0,,,11.5,,1020.8,
2024-03-07 00:00:00,14.3,11.4,18.6,1.1,,,16.7,,1013.2,
2024-03-08 00:00:00,14.3,12,17,0.6,,,38.2,,1010.4,
2024-03-09 00:00:00,12.9,8.8,15.5,8.6,,,24,,1002.8,
2024-03-10 00:00:00,13.7,7,18.8,0,,,25.9,,1005.2,
2024-03-11 00:00:00,15.2,11.1,19.5,0,,,14.1,,1017.4,
2024-03-12 00:00:00,15,11,19.6,0,,,11.9,,1021.6,
2024-03-13 00:00:00,16.1,10.6,22.7,0,,,13.1,,1017.9,
2024-03-14 00:00:00,14.3,10.4,18.3,0,,,10.1,,1018.9,
2024-03-15 00:00:00,15.7,12.1,19.1,0.1,,,5.6,,1020.9,
2024-03-16 00:00:00,17.1,10,22.2,0,,,6.8,,1024.4,
2024-03-17 00:00:00,19.2,14.8,23.9,0,,,8.2,,1021.8,
2024-03-18 00:00:00,17.2,13,20.5,0,,,5.3,,1017.8,
2024-03-19 00:00:00,19.7,15.9,25.5,0,,,6.9,,1015.9,
2024-03-20 00:00:00,18.2,15.3,24.7,0,,,11.9,,1014,
2024-03-21 00:00:00,21.3,15.4,26.6,0,,,30.8,,1015.9,
2024-03-22 00:00:00,25.3,21.2,30,0,,,31.2,,1015.1,
2024-03-23 00:00:00,26.1,23.5,29.6,0,,,27.5,,1013.6,
2024-03-24 00:00:00,21.2,15.9,26.6,4.4,,,23.6,,1009.9,
2024-03-25 00:00:00,16.8,14,19.5,0.7,,,19.3,,1002.2,
2024-03-26 00:00:00,15.5,13.4,17.5,0.1,,,41.2,,997.6,
2024-03-27 00:00:00,16.8,12.6,20.6,0,,,45.6,,1004,
2024-03-28 00:00:00,17.4,15.4,21.9,0,,,35.8,,1006.6,
2024-03-29 00:00:00,16.5,13.5,19.4,1.2,,,19.6,,1001.2,
2024-03-30 00:00:00,13.7,11.6,16.4,4.3,,,18.3,,1000.6,
2024-03-31 00:00:00,14.4,12.9,16.2,3,,,21.2,,1001.3,
2024-04-01 00:00:00,14.8,9,18.2,0,,,23.7,,1014.3,
2024-04-02 00:00:00,13.3,11.3,20.3,0,,,9.2,,1019.6,
2024-04-03 00:00:00,15.3,10.5,19.6,0,,,6.3,,1020,
2024-04-04 00:00:00,16.1,12.3,19.8,0,,,8.1,,1019.8,
2024-04-05 00:00:00,20.3,14.1,27,0,,,13.5,,1017.5,
2024-04-06 00:00:00,25.8,19.1,32.1,0,,,21.7,,1013.7,
2024-04-07 00:00:00,21.6,17.6,25.8,0,,,11.3,,1012.3,
2024-04-08 00:00:00,18.6,16,22.5,0,,,18.5,,1012,
2024-04-09 00:00:00,18.2,12.7,22.6,0,,,14.3,,1022.4,
2024-04-10 00:00:00,16.2,12.6,20.7,0,,,10.8,,1028.3,
2024-04-11 00:00:00,17.8,12,23.9,0,,,16.3,,1026.7,
2024-04-12 00:00:00,17.7,12.6,25.2,0,,,14.1,,1030.3,
2024-04-13 00:00:00,16.9,12.4,21.2,0,,,9.4,,1027.3,
2024-04-14 00:00:00,19.8,13.9,29.1,0,,,12.2,,1023.9,
2024-04-15 00:00:00,18.2,13.3,22.8,0,,,8.3,,1019.5,
2024-04-16 00:00:00,19.3,15.1,24.3,0,,,7.7,,1015,
2024-04-17 00:00:00,20.7,15.9,26.5,0,,,23.6,,1012.7,
2024-04-18 00:00:00,18.2,14.4,21.9,0,,,10.5,,1015.1,
